"jitter","jitter_abs","jitter_rap","jitter_ppq5","jitter_ddp"
0.00414,3.62e-05,0.00126,0.00163,0.00378
0.00517,4.17e-05,0.00274,0.0027,0.00822
0.00389,3.59e-05,0.00143,0.00193,0.00429
0.00289,2.14e-05,0.0011,0.0014,0.00331
0.00659,4.7e-05,0.00318,0.00377,0.00953
0.0034,2.59e-05,0.00156,0.00199,0.00467
0.00263,2.24e-05,0.00098,0.00156,0.00295
0.00444,3.5e-05,0.00185,0.00212,0.00556
0.00348,2.56e-05,0.00133,0.0017,0.004
0.0032,2.82e-05,0.00126,0.00165,0.00377
0.00373,3.21e-05,0.00124,0.00153,0.00371
0.00289,2.36e-05,0.00116,0.00146,0.00347
0.00854,6.34e-05,0.00348,0.00342,0.01045
0.00379,2.92e-05,0.00125,0.00163,0.00374
0.00413,3.44e-05,0.00135,0.002,0.00405
0.00267,2.09e-05,0.00086,0.00134,0.00258
0.00262,2.11e-05,0.00098,0.00126,0.00295
0.00256,2.02e-05,0.00102,0.00133,0.00306
0.00304,2.84e-05,0.0012,0.00201,0.00359
0.00345,2.92e-05,0.00116,0.00133,0.00347
0.00477,4.14e-05,0.00149,0.0024,0.00447
0.0025,2.05e-05,0.00083,0.00131,0.00249
0.00245,1.92e-05,0.00057,0.00109,0.0017
0.00432,3.45e-05,0.00159,0.00193,0.00478
0.00364,2.97e-05,0.0013,0.00139,0.00391
0.00248,2.08e-05,0.00097,0.00129,0.00291
0.00291,2.12e-05,9e-04,0.00138,0.00269
0.0028,2.12e-05,0.00087,0.00128,0.0026
0.00189,1.23e-05,0.00058,0.00086,0.00174
0.00168,1.17e-05,0.00056,0.00087,0.00169
0.00238,1.67e-05,0.00072,0.00118,0.00217
0.00423,3.28e-05,0.00168,0.00184,0.00505
0.00394,2.83e-05,0.00176,0.00259,0.00528
0.00683,5.74e-05,0.00306,0.00361,0.00919
0.00418,3.44e-05,0.00148,0.00172,0.00444
0.00321,2.64e-05,0.00108,0.00148,0.00323
0.00265,1.95e-05,0.00103,0.00143,0.00308
0.00398,3.08e-05,0.00173,0.00181,0.00518
0.00371,2.84e-05,0.00152,0.00155,0.00456
0.00344,2.68e-05,0.00131,0.00188,0.00393
0.00534,3.89e-05,0.00251,0.00288,0.00752
0.00448,3.12e-05,0.00134,0.00185,0.00403
0.0034,2.54e-05,0.00116,0.00155,0.00348
0.00756,6.79e-05,0.00326,0.00251,0.00977
0.00281,2.07e-05,0.00114,0.00162,0.00343
0.00325,2.66e-05,0.00092,0.00158,0.00275
0.00239,1.78e-05,0.00092,0.00124,0.00277
0.00885,6.31e-05,0.00349,0.00259,0.01046
0.00432,2.98e-05,0.00184,0.00216,0.00551
0.00355,2.69e-05,0.00137,0.00187,0.00412
0.00387,3.07e-05,0.0018,0.00233,0.0054
0.00372,2.75e-05,0.00178,0.00205,0.00534
0.00254,1.92e-05,0.0012,0.00151,0.0036
0.00372,2.9e-05,0.00167,0.00209,0.00501
0.00339,2.75e-05,0.00149,0.00195,0.00447
0.00365,2.83e-05,0.00178,0.00218,0.00535
0.0052,4e-05,0.00204,0.00237,0.00612
0.00505,3.71e-05,0.00213,0.00231,0.00639
0.00374,2.99e-05,0.00168,0.00202,0.00504
0.00376,3.03e-05,0.00155,0.0019,0.00466
0.00659,5.32e-05,0.00295,0.00339,0.00884
0.00424,3.33e-05,0.00193,0.00232,0.00579
0.00425,3.29e-05,0.00168,0.00177,0.00504
0.00645,5.17e-05,0.00331,0.00396,0.00994
0.00384,2.99e-05,0.00182,0.00224,0.00546
0.00316,2.39e-05,0.00149,0.00187,0.00446
0.00657,4.65e-05,0.00296,0.00295,0.00887
0.00451,3.63e-05,0.00241,0.00245,0.00724
0.00453,3.37e-05,0.00217,0.00231,0.00651
0.00461,3.7e-05,0.00235,0.00277,0.00706
0.0036,2.94e-05,0.00147,0.00179,0.0044
0.00419,3.01e-05,0.00208,0.00202,0.00625
0.00303,2.31e-05,0.00142,0.00158,0.00426
0.00393,3.03e-05,0.00172,0.00207,0.00517
0.00414,3.03e-05,0.0016,0.00191,0.00479
0.00297,2.27e-05,0.00119,0.00158,0.00358
0.0028,2.11e-05,0.00117,0.00152,0.00352
0.00431,3.51e-05,0.00213,0.00249,0.00639
0.00311,2.41e-05,0.00159,0.00192,0.00476
0.00404,3.14e-05,0.00197,0.00231,0.00592
0.00546,4.07e-05,0.00264,0.0022,0.00792
0.00306,2.46e-05,0.00103,0.00161,0.00308
0.0026,2.06e-05,0.00119,0.00144,0.00356
0.00374,3.18e-05,0.00172,0.00214,0.00516
0.00323,2.54e-05,0.00152,0.00188,0.00455
0.00333,2.55e-05,0.00166,0.00198,0.00499
0.00412,3.3e-05,0.00231,0.00236,0.00694
0.00288,2.31e-05,0.00134,0.00178,0.00402
0.00245,1.85e-05,0.00117,0.00148,0.00351
0.00243,1.78e-05,0.00112,0.0014,0.00337
0.00399,3.05e-05,0.00197,0.00223,0.0059
0.00423,3.23e-05,0.00224,0.00233,0.00671
0.00214,1.7e-05,0.00115,0.00128,0.00344
0.00528,4.2e-05,0.00211,0.00225,0.00633
0.0027,1.93e-05,0.00141,0.0015,0.00424
0.00405,3.06e-05,0.00179,0.00191,0.00538
0.0049,3.94e-05,0.00248,0.00277,0.00745
0.00315,2.36e-05,0.00144,0.00168,0.00433
0.00456,3.53e-05,0.00197,0.0019,0.0059
0.003,2.27e-05,0.00136,0.00161,0.00408
0.0039,3.2e-05,0.00169,0.00217,0.00508
0.00344,2.75e-05,0.00152,0.00188,0.00456
0.00345,2.65e-05,0.00173,0.00203,0.00518
0.00303,2.29e-05,0.00144,0.00167,0.00431
0.00255,2.06e-05,0.00115,0.00151,0.00344
0.00425,3.46e-05,0.00167,0.00201,0.005
0.00379,3.22e-05,0.00146,0.00194,0.00437
0.00517,3.98e-05,0.00238,0.0027,0.00714
0.00383,2.95e-05,0.0021,0.00203,0.00629
0.00387,2.99e-05,0.00182,0.00167,0.00546
0.00321,2.52e-05,0.0014,0.00161,0.00421
0.00327,2.49e-05,0.00139,0.00158,0.00417
0.00504,3.62e-05,0.00181,0.002,0.00544
0.00296,2.35e-05,0.00135,0.00168,0.00405
0.00272,2.11e-05,0.00133,0.00158,0.00398
0.00296,2.37e-05,0.00135,0.00159,0.00406
0.00342,2.92e-05,0.00139,0.00174,0.00417
0.00388,2.82e-05,0.00179,0.00221,0.00537
0.00358,2.76e-05,0.00165,0.00197,0.00496
0.00449,3.52e-05,0.00189,0.00248,0.00566
0.00325,2.45e-05,0.0014,0.00189,0.0042
0.00416,3.28e-05,0.00183,0.00179,0.0055
0.00305,2.49e-05,0.00129,0.00162,0.00387
0.00366,2.86e-05,0.00181,0.00221,0.00543
0.00658,5.25e-05,0.00281,0.00344,0.00843
0.00509,3.85e-05,0.00227,0.0027,0.00681
0.00587,4.52e-05,0.00283,0.00315,0.0085
0.00413,3.36e-05,0.00162,0.00195,0.00486
0.00339,2.57e-05,0.00169,0.00193,0.00507
0.00493,3.94e-05,0.00193,0.00249,0.0058
0.00353,2.76e-05,0.00182,0.0021,0.00547
0.00285,2.12e-05,0.00119,0.00163,0.00358
0.00497,3.97e-05,0.00192,0.00254,0.00577
0.00385,2.91e-05,0.00153,0.00177,0.0046
0.00411,3.12e-05,0.00175,0.0022,0.00525
0.00497,3.79e-05,0.00247,0.00287,0.00742
0.00358,2.72e-05,0.00139,0.00173,0.00417
0.00214,1.52e-05,0.00091,0.00122,0.00272
0.00234,1.86e-05,0.0012,0.00131,0.0036
0.00332,2.62e-05,0.00128,0.00166,0.00385
0.00297,1.95e-05,0.00137,0.00153,0.0041
0.00343,2.28e-05,0.00156,0.00132,0.00468
0.0041,2.74e-05,0.00181,0.0022,0.00542
0.00348,2.28e-05,0.00164,0.00187,0.00491
0.0026,1.82e-05,0.00119,0.00139,0.00356
0.00288,2.03e-05,0.00124,0.00151,0.00371
0.00317,2.07e-05,0.00147,0.00153,0.00441
0.00334,2.37e-05,0.00175,0.00199,0.00524
0.00276,1.8e-05,0.00141,0.00161,0.00423
0.00238,1.51e-05,0.00112,0.00122,0.00336
0.00355,2.51e-05,0.00172,0.00184,0.00517
0.00347,2.3e-05,0.00155,0.00186,0.00465
0.00298,2.1e-05,0.00123,0.00171,0.0037
0.00616,3.97e-05,0.00312,0.0025,0.00936
0.00348,2.36e-05,0.00178,0.00191,0.00533
0.00336,2.62e-05,0.00144,0.0017,0.00431
0.00501,3.73e-05,0.00217,0.00243,0.0065
0.00502,3.42e-05,0.00218,0.00194,0.00654
0.00264,1.76e-05,0.00133,0.00131,0.00398
0.00312,2.11e-05,0.00127,0.00169,0.0038
0.00264,1.74e-05,0.00115,0.00141,0.00344
0.00442,3.08e-05,0.00206,0.00222,0.00617
0.00251,1.87e-05,0.00115,0.00144,0.00345
0.00289,1.88e-05,0.00136,0.0016,0.00408
0.00191,1.28e-05,0.00097,0.00112,0.00292
0.00318,2.11e-05,0.00151,0.00196,0.00452
0.00405,2.65e-05,0.0017,0.00206,0.0051
0.00337,2.32e-05,0.00156,0.00171,0.00467
0.00268,1.89e-05,0.00144,0.00148,0.00432
0.00349,2.25e-05,0.0018,0.00204,0.0054
0.00312,2.11e-05,0.00147,0.0018,0.0044
0.00258,1.62e-05,0.00121,0.00132,0.00364
0.00269,1.65e-05,0.00124,0.00145,0.00372
0.00388,2.65e-05,0.00175,0.00194,0.00525
0.00355,2.32e-05,0.00175,0.00192,0.00524
0.0036,2.37e-05,0.00133,0.00167,0.004
0.00345,2.15e-05,0.00187,0.00199,0.0056
0.00627,4.09e-05,0.00216,0.00271,0.00647
0.00368,2.56e-05,0.00173,0.00225,0.00518
0.00457,3.3e-05,0.00243,0.00282,0.00728
0.0021,1.32e-05,0.00102,0.00125,0.00305
0.00313,2.07e-05,0.00128,0.0014,0.00385
0.00248,1.63e-05,0.00101,0.0013,0.00302
0.00291,1.9e-05,0.00137,0.00149,0.00411
0.00356,2.42e-05,0.00205,0.00192,0.00616
0.00428,2.99e-05,0.00158,0.00173,0.00475
0.00513,3.42e-05,0.00223,0.00221,0.00669
0.00644,4.29e-05,0.00193,0.00236,0.0058
0.00429,2.71e-05,0.00182,0.00225,0.00545
0.00342,2.22e-05,0.00157,0.00203,0.0047
0.00719,4.36e-05,0.00363,0.00337,0.01089
0.00587,3.83e-05,0.00288,0.00268,0.00864
0.0039,2.67e-05,0.00164,0.00203,0.00492
0.00817,5.2e-05,0.00399,0.00272,0.01198
0.00466,3.17e-05,0.002,0.00221,0.00599
0.00356,2.31e-05,0.00162,0.0015,0.00485
0.0045,2.97e-05,0.00239,0.00238,0.00717
0.00333,2.35e-05,0.00153,0.0018,0.0046
0.00543,3.67e-05,0.00288,0.00275,0.00864
0.00306,1.97e-05,0.00138,0.00165,0.00413
0.00328,2.02e-05,0.00145,0.00183,0.00436
0.00409,2.74e-05,0.00201,0.00213,0.00603
0.00383,2.33e-05,0.00202,0.00201,0.00605
0.00297,1.94e-05,0.00132,0.00164,0.00395
0.0048,3.27e-05,0.00177,0.00207,0.00531
0.0038,2.63e-05,0.00196,0.00196,0.00587
0.00336,2.23e-05,0.00146,0.00177,0.00439
0.0047,3.14e-05,0.00216,0.00254,0.00649
0.00642,4.33e-05,0.00328,0.00307,0.00984
0.00367,2.39e-05,0.00176,0.00194,0.00527
0.00434,2.69e-05,0.00181,0.00219,0.00542
0.00405,2.95e-05,0.0022,0.00211,0.00659
0.00397,2.78e-05,0.0016,0.00241,0.00481
0.00487,3.33e-05,0.00252,0.00246,0.00757
0.00439,2.99e-05,0.00217,0.00239,0.00651
0.00393,2.67e-05,0.00164,0.00184,0.00493
0.00325,2.11e-05,0.00136,0.00171,0.00407
0.00345,2.26e-05,0.00146,0.00184,0.00439
0.00295,1.91e-05,0.00133,0.00173,0.004
0.00747,5.31e-05,0.00425,0.00325,0.01275
0.00532,3.63e-05,0.00247,0.0023,0.0074
0.00431,2.88e-05,0.00191,0.00222,0.00573
0.00366,2.58e-05,0.00126,0.00167,0.00379
0.00432,2.85e-05,0.00184,0.00191,0.00552
0.00443,3.05e-05,0.00198,0.00228,0.00593
0.00566,3.85e-05,0.00302,0.00344,0.00906
0.006,4.18e-05,0.00309,0.00272,0.00928
0.00653,4.27e-05,0.00346,0.00314,0.01038
0.00507,3.54e-05,0.00254,0.00277,0.00761
0.00441,2.9e-05,0.00203,0.00224,0.00608
0.00732,4.99e-05,0.00404,0.00344,0.01213
0.00402,2.94e-05,0.00191,0.00208,0.00573
0.00271,1.84e-05,0.00124,0.0016,0.00372
0.00378,2.61e-05,0.00181,0.00202,0.00542
0.00287,1.9e-05,0.00111,0.00147,0.00332
0.00851,5.6e-05,0.00438,0.00366,0.01315
0.00458,3.34e-05,0.00194,0.00215,0.00582
0.00604,4.2e-05,0.00346,0.00318,0.01038
0.00421,2.78e-05,0.00185,0.00211,0.00556
0.00453,2.99e-05,0.00204,0.00246,0.00612
0.00327,2.25e-05,0.00143,0.00173,0.00428
0.00407,2.71e-05,0.00185,0.00215,0.00555
0.00596,4.03e-05,0.00307,0.00361,0.00921
0.0041,2.86e-05,0.00187,0.00223,0.00561
0.00591,4.02e-05,0.00306,0.00317,0.00917
0.00393,2.58e-05,0.00143,0.00201,0.00429
0.00327,2.23e-05,0.00139,0.00187,0.00417
0.00446,3.27e-05,0.00178,0.00213,0.00534
0.00431,2.95e-05,0.00188,0.00188,0.00565
0.00374,2.61e-05,0.00157,0.00214,0.00471
0.00597,4.02e-05,0.00258,0.00302,0.00773
0.00266,1.78e-05,0.00119,0.00156,0.00358
0.00377,2.37e-05,0.00099,0.00147,0.00296
0.00307,2.05e-05,0.00131,0.00178,0.00393
0.00282,1.84e-05,0.00127,0.00171,0.0038
0.00332,2.36e-05,0.00146,0.00175,0.00439
0.00467,3.06e-05,0.00197,0.00203,0.0059
0.00359,2.15e-05,0.00145,0.00183,0.00436
0.00321,1.99e-05,0.00145,0.00178,0.00434
0.00411,2.44e-05,0.00176,0.00202,0.00528
0.00588,3.57e-05,0.00249,0.00297,0.00748
0.00549,3.35e-05,0.00259,0.0027,0.00777
0.00273,1.77e-05,0.0012,0.00169,0.00361
0.00328,2.02e-05,0.00149,0.00165,0.00448
0.00415,2.54e-05,0.00201,0.00214,0.00604
0.00455,2.99e-05,0.00213,0.00269,0.00639
0.00578,3.52e-05,0.00299,0.00254,0.00896
0.00503,3.16e-05,0.00226,0.00247,0.00679
0.00405,2.53e-05,0.00227,0.00223,0.0068
0.00264,1.55e-05,0.00114,0.00146,0.00342
0.00396,2.31e-05,0.00132,0.00187,0.00395
0.00351,2.21e-05,0.00175,0.00216,0.00525
0.00477,3.04e-05,0.00206,0.00221,0.00619
0.00398,2.47e-05,0.00184,0.00221,0.00552
0.00505,3.09e-05,0.00267,0.00301,0.008
0.00345,2.1e-05,0.0014,0.00177,0.0042
0.00469,3.04e-05,0.00204,0.00238,0.00611
0.00389,2.37e-05,0.00157,0.00179,0.0047
0.00421,2.62e-05,0.00177,0.00223,0.00532
0.00369,2.23e-05,0.00161,0.00208,0.00482
0.00594,3.94e-05,0.00291,0.00268,0.00873
0.00295,1.78e-05,0.00129,0.00182,0.00388
0.0052,3.17e-05,0.00244,0.00305,0.00732
0.00632,4.07e-05,0.00314,0.00316,0.00942
0.00355,2.24e-05,0.0017,0.00212,0.0051
0.00426,2.69e-05,0.00215,0.00219,0.00644
0.00335,2.08e-05,0.00135,0.00184,0.00405
0.00371,2.23e-05,0.00166,0.00216,0.00497
0.00311,1.85e-05,0.00158,0.00177,0.00473
0.0039,2.39e-05,0.00187,0.0023,0.00562
0.00405,2.62e-05,0.00199,0.00232,0.00597
0.00642,4.22e-05,0.00336,0.00391,0.01008
0.00463,2.17e-05,0.00266,0.00231,0.00798
0.00495,2.52e-05,0.0028,0.0023,0.0084
0.00467,2.7e-05,0.00264,0.00266,0.00792
0.00936,5.13e-05,0.0048,0.00456,0.0144
0.00585,3.22e-05,0.00273,0.00247,0.00819
0.00547,3.03e-05,0.00252,0.00264,0.00757
0.00354,1.87e-05,0.00173,0.00201,0.00519
0.00529,2.68e-05,0.00297,0.00259,0.00891
0.00237,1.07e-05,0.00099,0.00106,0.00297
0.00412,2.21e-05,0.00232,0.00212,0.00695
0.0032,2.56e-05,0.00124,0.00161,0.00373
0.00879,5.28e-05,0.00498,0.00519,0.01493
0.00819,3.74e-05,0.00449,0.00505,0.01346
0.00465,2.65e-05,0.00211,0.00241,0.00634
0.00867,4.39e-05,0.00466,0.00465,0.01398
0.00789,3.87e-05,0.00404,0.00447,0.01213
0.00785,6.85e-05,0.00378,0.00469,0.01134
0.0033,1.4e-05,0.00164,0.00128,0.00493
0.00272,1.43e-05,0.0012,0.00132,0.00359
0.00296,1.28e-05,0.00147,0.00145,0.00442
0.00645,3.09e-05,0.00326,0.00246,0.00977
0.00301,1.58e-05,0.00158,0.0015,0.00473
0.00579,3.1e-05,0.00308,0.00239,0.00923
0.00359,1.88e-05,0.0019,0.00204,0.0057
0.0044,2.49e-05,0.00228,0.00231,0.00684
0.00312,1.62e-05,0.00149,0.00149,0.00448
0.00663,3.79e-05,0.00308,0.0028,0.00924
0.00274,1.33e-05,0.00129,0.00132,0.00386
0.00548,2.78e-05,0.00297,0.00298,0.0089
0.00544,2.99e-05,0.00282,0.00313,0.00846
0.00596,2.88e-05,0.00339,0.00334,0.01018
0.00508,2.52e-05,0.00284,0.00253,0.00852
0.00475,2.45e-05,0.0026,0.00223,0.0078
0.00573,3.54e-05,0.00287,0.0034,0.00862
0.00595,3.54e-05,0.00279,0.00289,0.00837
0.00192,8.34e-06,0.00089,9e-04,0.00266
0.00314,1.48e-05,0.00149,0.0012,0.00448
0.00549,4.16e-05,0.00239,0.00242,0.00718
0.00511,4.28e-05,0.00182,0.00227,0.00545
0.00537,2.89e-05,0.00277,0.00288,0.00831
0.00627,4.05e-05,0.00291,0.00329,0.00874
0.0027,1.42e-05,0.00124,0.00119,0.00372
0.00197,9.81e-06,0.00085,0.00091,0.00256
0.00257,1.29e-05,0.00128,0.00136,0.00383
0.00375,1.92e-05,0.00207,0.00186,0.0062
0.00409,2.1e-05,0.00195,0.00178,0.00585
0.00411,2.87e-05,0.0021,0.00212,0.00629
0.00533,2.67e-05,0.003,0.00228,0.00899
0.00506,2.44e-05,0.0028,0.00243,0.0084
0.00391,1.93e-05,0.00202,0.00192,0.00607
0.00419,2.23e-05,0.00195,0.00125,0.00585
0.0048,3.78e-05,0.00228,0.0026,0.00684
0.00476,2.56e-05,0.00278,0.00262,0.00833
0.00428,2.34e-05,0.0023,0.00189,0.0069
0.00465,2.33e-05,0.00196,0.00184,0.00589
0.00516,3.33e-05,0.00259,0.00221,0.00777
0.0066,6.05e-05,0.00223,0.00261,0.0067
0.00356,2.14e-05,0.00158,0.00178,0.00473
0.0032,1.81e-05,0.00131,0.0013,0.00394
0.00963,5.88e-05,0.00546,0.00576,0.01637
0.00339,1.67e-05,0.00171,0.00188,0.00512
0.00413,3.32e-05,0.00175,0.00188,0.00525
0.00525,2.69e-05,0.00258,0.0024,0.00774
0.00397,2.03e-05,0.00189,0.00212,0.00568
0.00327,2.8e-05,0.00125,0.00181,0.00375
0.00421,2.31e-05,0.00188,0.00194,0.00564
0.00464,3.19e-05,0.00206,0.00248,0.00617
0.00336,1.88e-05,0.00148,0.00147,0.00443
0.00429,2.5e-05,0.00176,0.00188,0.00529
0.00488,2.88e-05,0.00264,0.00258,0.00791
0.00521,3.06e-05,0.00265,0.00248,0.00796
0.00342,1.43e-05,0.00176,0.00141,0.00529
0.00262,1.36e-05,0.00118,0.00125,0.00355
0.00464,2.22e-05,0.00247,0.0026,0.00741
0.00215,9.51e-06,0.00102,0.00108,0.00306
0.00564,3.18e-05,0.00266,0.00297,0.00799
0.00438,2.18e-05,0.00189,0.00216,0.00567
0.00383,2.08e-05,0.00168,0.00191,0.00505
0.00634,5.83e-05,0.00336,0.00379,0.01008
0.00318,1.71e-05,0.0012,0.00122,0.0036
0.00291,2.18e-05,0.00132,0.0017,0.00395
0.00615,3.21e-05,0.00318,0.00323,0.00955
0.00562,3.07e-05,0.00294,0.00249,0.00883
0.00297,1.43e-05,0.00147,0.00144,0.0044
0.00517,2.55e-05,0.00229,0.00182,0.00687
0.00213,2.1e-05,0.00075,0.00115,0.00226
0.00376,1.97e-05,0.00157,0.00137,0.0047
0.0037,1.84e-05,0.00192,0.00184,0.00575
0.00396,2.06e-05,0.00202,0.00194,0.00606
0.00636,6.54e-05,0.00264,0.00317,0.00793
0.00499,2.29e-05,0.00269,0.00241,0.00807
0.00295,1.54e-05,0.00157,0.00142,0.00471
0.00316,1.83e-05,0.00132,0.00145,0.00397
0.00416,1.89e-05,0.0024,0.00195,0.00719
0.00599,2.9e-05,0.0032,0.00264,0.00961
0.00244,1.17e-05,0.00097,0.00106,0.00292
0.00327,1.62e-05,0.00155,0.00139,0.00464
0.00367,1.88e-05,0.00203,0.00193,0.00609
0.00678,3.58e-05,0.00333,0.00319,0.00998
0.0068,4.01e-05,0.00341,0.00372,0.01023
0.00384,1.95e-05,0.00198,0.00198,0.00595
0.00692,3.71e-05,0.00318,0.00216,0.00953
0.00559,3.89e-05,0.00263,0.00356,0.00789
0.00472,2.61e-05,0.00272,0.0024,0.00817
0.00314,1.63e-05,0.00177,0.00132,0.00532
0.00249,1.29e-05,0.0012,0.00125,0.00361
0.00342,1.8e-05,0.00145,0.00168,0.00436
0.0055,2.96e-05,0.00256,0.00238,0.00768
0.00556,5.05e-05,0.00229,0.0029,0.00688
0.003,1.62e-05,0.00155,0.00174,0.00464
0.00357,1.98e-05,0.00185,0.00182,0.00554
0.00317,1.76e-05,0.00157,0.00174,0.00471
0.00321,1.77e-05,0.00137,0.0016,0.0041
0.00367,2.01e-05,0.00189,0.00193,0.00567
0.00338,1.81e-05,0.00146,0.00155,0.00439
0.00484,2.66e-05,0.00262,0.00241,0.00785
0.00352,1.88e-05,0.00188,0.00199,0.00563
0.00488,2.66e-05,0.00225,0.00235,0.00674
0.00338,1.82e-05,0.00175,0.00171,0.00524
0.00367,2e-05,0.00179,0.00212,0.00537
0.0027,1.46e-05,0.00121,0.00142,0.00364
0.00363,1.99e-05,0.00158,0.00134,0.00473
0.00312,1.63e-05,0.00134,0.00141,0.00402
0.00261,1.43e-05,0.0012,0.00135,0.00359
0.00394,2.15e-05,0.00228,0.00215,0.00683
0.0039,2.13e-05,0.00223,0.00201,0.0067
0.00321,1.74e-05,0.00146,0.00172,0.00437
0.00301,1.63e-05,0.00124,0.00137,0.00372
0.00299,1.65e-05,0.00146,0.00145,0.00439
0.00353,1.89e-05,0.00187,0.00169,0.00562
0.00266,1.44e-05,0.00134,0.00139,0.00403
0.00358,1.99e-05,0.00161,0.00168,0.00482
0.00432,2.35e-05,0.00201,0.0023,0.00602
0.00243,1.35e-05,0.00112,0.00133,0.00335
0.00232,1.28e-05,0.00111,0.00119,0.00334
0.00342,1.91e-05,0.00173,0.0019,0.0052
0.00641,3.5e-05,0.00357,0.0035,0.0107
0.00499,2.76e-05,0.00283,0.00277,0.00848
0.00319,1.74e-05,0.00187,0.00169,0.0056
0.00264,1.45e-05,0.00121,0.00137,0.00363
0.00259,1.39e-05,0.0012,0.00134,0.0036
0.00329,1.81e-05,0.00159,0.00161,0.00477
0.00226,1.24e-05,0.00111,0.00121,0.00333
0.00329,1.8e-05,0.00141,0.00126,0.00424
0.00248,1.34e-05,0.00115,0.0013,0.00344
0.0024,1.33e-05,0.00107,0.00119,0.00321
0.00281,1.55e-05,0.00147,0.00154,0.00442
0.00256,1.41e-05,0.00128,0.00153,0.00384
0.00415,2.28e-05,0.00208,0.0022,0.00625
0.00255,1.38e-05,0.00135,0.00141,0.00405
0.00254,1.38e-05,0.00119,0.00135,0.00356
0.00293,1.55e-05,0.00161,0.00164,0.00483
0.00264,1.44e-05,0.00146,0.0015,0.00439
0.00496,2.76e-05,0.00274,0.00247,0.00823
0.00266,1.43e-05,0.00122,0.00137,0.00365
0.00461,2.55e-05,0.00245,0.00222,0.00736
0.00277,1.51e-05,0.00141,0.00139,0.00423
0.00349,1.92e-05,0.00154,0.00157,0.00462
0.00347,1.89e-05,0.00189,0.00182,0.00568
0.00219,1.21e-05,0.00106,0.00123,0.00318
0.00574,3.15e-05,0.0032,0.00259,0.00961
0.00255,1.39e-05,0.0014,0.00144,0.00421
0.00247,1.35e-05,0.00118,0.00124,0.00353
0.00377,2.03e-05,0.00217,0.00194,0.00652
0.00319,1.74e-05,0.00165,0.0018,0.00495
0.00262,1.43e-05,0.00134,0.00148,0.00401
0.00271,1.48e-05,0.00146,0.00145,0.00437
0.00478,2.54e-05,0.00249,0.00233,0.00747
0.00253,1.4e-05,0.00112,0.00124,0.00335
0.00248,1.36e-05,0.00131,0.00138,0.00394
0.00287,1.58e-05,0.00165,0.00152,0.00494
0.0024,1.32e-05,0.00118,0.00137,0.00354
0.00284,1.55e-05,0.00138,0.0015,0.00414
0.00236,1.29e-05,0.00123,0.00124,0.00368
0.00184,9.75e-06,0.001,0.00101,0.003
0.00277,1.53e-05,0.00145,0.00153,0.00434
0.00365,1.97e-05,0.00207,0.00193,0.0062
0.00282,1.55e-05,0.0015,0.00151,0.0045
0.00317,1.74e-05,0.0014,0.00147,0.0042
0.00308,1.7e-05,0.00142,0.00153,0.00426
0.00355,1.97e-05,0.00156,0.00173,0.00469
0.00266,1.46e-05,0.0013,0.00138,0.00389
0.00389,2.09e-05,0.00202,0.00219,0.00607
0.00295,1.57e-05,0.00154,0.00138,0.00462
0.0032,1.74e-05,0.00152,0.00172,0.00456
0.00367,2.04e-05,0.00207,0.00187,0.00621
0.00268,1.41e-05,0.00119,0.00151,0.00356
0.00305,1.67e-05,0.00135,0.0014,0.00406
0.00226,1.22e-05,0.00104,0.00124,0.00313
0.00407,2.21e-05,0.00155,0.00179,0.00466
0.00235,1.29e-05,0.00123,0.00123,0.0037
0.00592,3.27e-05,0.00348,0.00304,0.01044
0.00315,1.74e-05,0.00163,0.00166,0.00489
0.00308,1.69e-05,0.0014,0.0012,0.00421
0.00326,1.8e-05,0.00164,0.00169,0.00493
0.0035,1.91e-05,0.00192,0.00169,0.00577
0.00259,1.41e-05,0.00118,0.00131,0.00353
0.00302,1.65e-05,0.00161,0.00145,0.00482
0.00263,1.43e-05,0.00132,0.00136,0.00395
0.00231,9.47e-06,0.00098,0.00119,0.00294
0.00358,1.67e-05,0.00173,0.00194,0.0052
0.00352,1.91e-05,0.00148,0.00168,0.00443
0.00219,1.01e-05,0.00085,0.00103,0.00254
0.00189,8.16e-06,0.00068,0.00091,0.00205
0.00241,1e-05,0.00095,0.00098,0.00285
0.00176,7.13e-06,0.00066,0.00086,0.00198
0.00151,6.25e-06,0.00074,0.00082,0.00222
0.00199,8.05e-06,0.00104,0.00101,0.00313
0.00253,1.29e-05,0.00108,0.00135,0.00324
0.00191,9.79e-06,0.00084,0.00104,0.00252
0.00208,9.44e-06,0.00078,0.00099,0.00233
0.00191,8.31e-06,0.00078,0.00097,0.00235
0.00276,1.36e-05,0.00127,0.00144,0.00381
0.00351,1.73e-05,0.00166,0.00191,0.00497
0.00174,7.26e-06,0.00085,0.00089,0.00256
0.00189,8.19e-06,0.00081,0.00089,0.00242
0.00269,1.35e-05,0.00109,0.0014,0.00326
0.00267,1.17e-05,0.00122,0.00132,0.00365
0.00245,1.13e-05,0.00118,0.00142,0.00355
0.00174,7.34e-06,0.00087,0.00099,0.0026
0.00216,9.98e-06,0.00102,0.00107,0.00307
0.00179,7.05e-06,0.00068,9e-04,0.00203
0.00269,1.24e-05,0.00138,0.00146,0.00413
0.00267,1.41e-05,0.00135,0.00148,0.00404
0.00167,7.65e-06,0.00068,0.00091,0.00204
